4,2,3,1,5,5,2,2
10,6,7,25,2,1,0,0,0,25
7,9,8,20,2,1,0,2,0,20
6,5,4,15,2,1,0,4,0,15
7,4,8,8,2,1,0,6,2,8
2,5,1,14,2,1,0,4,1,14
3,3,2,16,2,1,0,3,1,16
1,2,1,15,2,1,0,4,0,15
1,1,3,9,2,1,0,6,1,9
1,4,1,7,2,1,0,7,0,7
2,2,2,5,2,1,0,5,7,5
1,1,1,5,2,1,0,1,17,5
1,0,4,3,2,1,3,0,13,3
2,1,3,2,2,1,7,1,3,2
2,1,3,2,2,1,7,1,3,2
1,1,0,1,2,1,8,1,0,1
0,0,1,1,2,1,9,0,1,1
2,2,0,0,2,1,8,2,0,0
0,1,0,1,2,1,7,1,0,1
1,2,0,1,2,1,1,2,0,1
0,0,1,0,2,1,0,0,1,0
