1,,,,,,
2,1.626666667,2.501190476,4.066666667,2.828754579,1.832982456,2.992673993
3,1.395757576,2.001190476,3.366666667,2.248397436,1.755482456,2.404761905
4,1.195055821,1.601190476,2.633333333,1.763103318,1.474780702,1.743107769
5,1.195055821,1.591575092,2.433333333,1.393872549,1.348464912,1.528822055
6,1.119298246,1.321266968,2.166666667,1.106734868,1.119298246,1.338345865
7,1.007843137,1.279600302,1.645454545,0.87826087,1.025,1.244047619
8,0.917366947,0.973739496,1.100356506,0.666666667,0.93452381,1.053571429
9,0.845938375,0.816876751,0.660005629,0.557971014,0.816876751,0.883241758
10,0.776556777,0.730338289,0.569096538,0.471014493,0.641152113,0.782051282
11,0.657509158,0.554147813,0.430136606,0.422959573,0.471979181,0.663003663
12,0.600732601,0.471794872,0.370487484,0.461421111,0.461421111,0.537815126
13,0.600732601,0.4,0.382608696,0.550607287,0.550607287,0.487689813
14,0.51025641,0.329166667,0.312121212,0.51025641,0.51025641,0.342668168
15,0.365734266,0.23504902,0.205454545,0.365734266,0.365734266,0.212472089
16,0.293939394,0.18504902,0.142296651,0.293939394,0.293939394,0.142296651
17,0.260606061,0.189215686,0.138508772,0.268013468,0.268013468,0.133879142
18,0.466666667,0.483333333,0.445175439,0.540740741,0.540740741,0.440545809
19,0.666666667,0.733333333,0.708333333,0.740740741,0.740740741,0.703703704
20,,,,,,
