1,,,,,,
2,4.101190476,6.571428571,3.003174603,1.222222222,,5.244444444
3,4.558333333,7.141025641,4.055555556,1.222222222,28.5,6.3
4,5.583333333,14.47435897,8.007936508,1.126984127,43.25,5.4
5,5.916666667,12.97435897,10.28571429,1.071428571,49.5,4.366666667
6,7.066666667,14,19.33333333,1,60,3.408333333
7,6.208333333,5.740740741,14.88888889,1,64.5,3.308333333
8,4.720238095,4.296296296,11.63247863,1,67,3.341666667
9,3.044312169,4.518518519,1.299145299,1,38.64285714,2.892592593
10,2.377645503,4.711111111,1.076923077,1,7.113445378,2.725925926
11,1.615740741,9.822222222,1,1,5.888130252,2
12,1.208333333,10.15555556,1,1,3.92622549,1.796296296
13,1,10.97222222,1,1,3.9125,1.12962963
14,1,6.105555556,1,1,4.016666667,1.055555556
15,1,4.407142857,1,1,3.316666667,1
16,1,2.805291005,1,1,2.641666667,1
17,1,1.671957672,1,1,1.725,1
18,1,1.148148148,1,1,1.291666667,1
19,1,1,1,1,1,1
20,,,,,,
