1,52,,,1,3.266666667,,,1,1.212765957,,,1,,
2,86,56.33333333,,2,2.647058824,1.981658497,,2,1.266666667,1.159810875,,2,551.652,551.652
3,31,54,,3,0.03125,1.500612745,,3,1,1.088888889,,3,328.51,328.51
4,45,46,,4,1.823529412,1.167279412,,4,1,1.022222222,,4,228.331,228.331
5,62,43.33333333,,5,1.647058824,1.166666667,,5,1.066666667,1.022222222,,5,203.199,203.199
6,23,37,,6,0.029411765,0.942156863,,6,1,1.022222222,,6,190.484,190.484
7,26,26.33333333,,7,1.15,0.789962652,,7,1,1,,7,177.972,177.972
8,30,23.66666667,,8,1.19047619,0.800992063,,8,1,1,,8,201.186,201.186
9,15,20,,9,0.0625,0.750992063,,9,1,1,,9,207.095,207.095
10,15,14,,10,1,0.631944444,,10,1,1,,10,198.98,198.98
11,12,9,,11,0.833333333,0.636752137,,11,1,1,,11,161.355,161.355
12,0,4,,12,0.076923077,0.636752137,,12,1,1,,12,141.958,141.958
13,0,0,,13,1,0.692307692,,13,1,1,,13,130.665,130.665
14,0,0,,14,1,1,,14,1,1,,14,115.902,115.902
15,0,0,,15,1,1,,15,1,1,,15,101.39,101.39
16,0,0,,16,1,1,,16,1,1,,16,87.047,87.047
17,0,0,,17,1,1,,17,1,1,,17,78.7069,78.7069
18,0,0,,18,1,1,,18,1,1,,18,73.7859,73.7859
19,0,0,,19,1,1,,19,1,1,,19,71.0065,71.0065
20,0,,,20,1,,,20,1,,,20,69.6711,69.6711
