1,1,1,1,5,5,2,2
10,6,7,25,2,1,3,5,3,2
7,9,8,20,2,1,3,4,1,6
6,5,4,15,2,1,2,5,3,4
7,4,8,8,2,1,4,3,3,4
2,5,1,14,2,1,1,3,9,6
3,3,2,16,2,1,4,2,6,4
1,2,1,15,2,1,3,4,5,2
1,1,3,9,2,1,3,3,3,7
1,4,1,7,2,1,3,4,2,5
2,2,2,5,2,1,7,1,2,3
1,1,1,5,2,1,2,5,1,6
1,0,4,3,2,1,5,2,4,3
2,1,3,2,2,1,3,2,3,9
2,1,3,2,2,1,3,1,3,12
1,1,0,1,2,1,1,1,0,20
0,0,1,1,2,1,0,0,1,24
2,2,0,0,2,1,2,2,0,15
0,1,0,1,2,1,0,1,0,17
1,2,0,1,2,1,1,2,0,1
0,0,1,0,2,1,0,0,1,0
