1,52,,,1,3.428571429,,,1,1.214285714,,,1,,
2,86,76.33333333,,2,2.75,2.828754579,,2,1.285714286,1.222222222,,2,551.652,551.652
3,91,95,,3,2.307692308,2.248397436,,3,1.166666667,1.222222222,,3,169.642,169.642
4,108,98,,4,1.6875,1.763103318,,4,1.214285714,1.126984127,,4,154.313,154.313
5,95,100.6666667,,5,1.294117647,1.393872549,,5,1,1.071428571,,5,130.219,130.219
6,99,96.33333333,,6,1.2,1.106734868,,6,1,1,,6,151.162,151.162
7,95,93.33333333,,7,0.826086957,0.87826087,,7,1,1,,7,138.683,138.683
8,86,85.66666667,,8,0.608695652,0.666666667,,8,1,1,,8,107.934,107.934
9,76,75.66666667,,9,0.565217391,0.557971014,,9,1,1,,9,93.2377,93.2377
10,65,63.66666667,,10,0.5,0.471014493,,10,1,1,,10,79.7747,79.7747
11,50,51.33333333,,11,0.347826087,0.422959573,,11,1,1,,11,62.4844,62.4844
12,39,41,,12,0.421052632,0.461421111,,12,1,1,,12,54.5129,54.5129
13,34,34,,13,0.615384615,0.550607287,,13,1,1,,13,50.7515,50.7515
14,29,28.33333333,,14,0.615384615,0.51025641,,14,1,1,,14,49.2763,49.2763
15,22,21.33333333,,15,0.3,0.365734266,,15,1,1,,15,33.8642,33.8642
16,13,14,,16,0.181818182,0.293939394,,16,1,1,,16,22.7685,22.7685
17,7,6.666666667,,17,0.4,0.268013468,,17,1,1,,17,21.0858,21.0858
18,0,2.333333333,,18,0.222222222,0.540740741,,18,#DIV/0!,1,,18,16.4722,16.4722
19,0,0,,19,1,0.740740741,,19,1,1,,19,16.5149,16.5149
20,0,,,20,1,,,20,1,,,20,11.7458,11.7458
